; oligo-analysis  -v 1 -sort -i $RSAT/public_html/tmp/www-data/2020/02/17/retrieve-seq_2020-02-17.102400_zNNOQn.fasta.fasta -format fasta -return occ -table -1str -noov -quick_if_possible -seqtype dna -bg upstream-noorf -org Escherichia_coli_GCF_000005845.2_ASM584v2 -pseudo 0.01 -l 2 -o $RSAT/public_html/tmp/www-data/2020/02/17/oligo-analysis_2020-02-17.104844_7ZpmZl_2nt.tab
; Citation: van Helden et al. (1998). J Mol Biol 281(5), 827-42. 
; Program version              	1.169
; Slow counting mode           
; Oligomer length              	2
; Input file                   	$RSAT/public_html/tmp/www-data/2020/02/17/retrieve-seq_2020-02-17.102400_zNNOQn.fasta.fasta
; Input format                 	fasta
; Output file                  	$RSAT/public_html/tmp/www-data/2020/02/17/oligo-analysis_2020-02-17.104844_7ZpmZl_2nt.tab
; Discard overlapping matches
; Counted on a single strand
; Number of output patterns	16
# seq	aa	ac	ag	at	ca	cc	cg	ct	ga	gc	gg	gt	ta	tc	tg	tt
ydiY	24	9	12	31	11	10	11	17	17	12	8	9	25	17	15	29
pfkB	29	9	17	31	15	8	11	12	17	12	10	9	25	17	11	24
ydiZ	10	7	3	7	11	5	4	5	4	4	5	5	2	8	6	3
yniA	4	6	5	8	8	2	4	6	5	7	5	8	5	6	11	8
yniB	14	8	11	12	6	5	7	10	9	8	4	7	16	8	6	7
yniC	7	7	10	12	6	4	7	11	8	8	5	8	16	9	6	14
ydjM	8	11	9	12	10	7	7	10	10	5	4	12	12	12	11	11
ydjN	14	7	11	12	11	4	3	8	9	8	5	3	9	7	7	6
ydjO	19	12	10	32	10	8	7	18	16	10	7	14	28	13	23	34
cedA	14	14	11	11	9	7	10	16	11	10	9	10	17	11	10	13
katE	13	10	16	11	10	9	10	11	11	10	7	14	17	11	9	14
chbG	0	0	1	1	0	1	1	1	2	1	1	0	0	0	1	1
chbF	3	4	5	13	6	4	2	6	7	3	5	7	9	7	9	7
chbR	0	0	1	0	0	0	1	0	1	0	1	1	0	1	0	0
chbA	5	2	4	3	0	2	6	0	6	2	4	5	3	2	3	0
chbC	7	1	3	10	4	2	3	1	1	2	2	4	9	5	1	13
chbB	23	12	23	19	20	10	13	13	18	16	16	19	16	18	17	23
osmE	21	16	13	8	12	9	12	13	16	12	9	7	9	9	10	9
nadE	9	7	13	8	10	9	12	13	9	12	9	16	9	16	12	21
cho	14	15	11	18	16	10	16	10	14	15	9	12	15	12	14	16
ves	18	16	10	8	13	13	13	12	12	9	9	11	9	13	9	12
spy	26	14	14	33	21	8	11	23	9	12	7	18	31	29	14	34
astC	25	22	16	46	31	13	23	21	16	31	11	24	36	22	32	45
xthA	45	24	21	46	32	11	23	16	22	31	13	22	36	16	31	25
ydjX	10	9	9	9	9	8	4	16	8	6	4	11	10	14	13	13
ydjY	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ydjZ	1	0	3	1	1	1	0	0	1	1	2	0	1	0	0	0
ynjB	0	0	2	1	0	0	0	0	3	0	1	0	0	0	1	0
ynjE	6	3	3	4	7	0	5	3	2	4	2	4	1	7	3	5
ynjF	8	4	6	9	7	3	3	4	4	7	3	2	7	3	4	4
nudG	4	2	4	9	4	3	3	6	3	7	3	4	7	4	7	8
ynjH	22	14	17	22	14	8	9	9	15	10	4	14	23	8	13	16
gdhA	16	14	9	22	13	4	9	17	8	10	8	14	23	15	14	22
ynjI	11	1	6	17	5	2	6	5	9	5	4	7	10	10	9	10
topB	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1
selD	5	9	7	9	10	3	5	6	11	5	7	5	4	8	9	8
ydjA	14	12	7	12	14	5	6	8	7	5	7	14	11	11	12	9
sppA	9	14	8	12	12	7	6	7	11	5	5	12	11	7	14	14
ansA	2	7	4	18	10	11	12	12	6	9	3	9	13	19	7	13
pncA	0	1	1	0	0	0	0	1	2	0	1	1	1	0	1	0
ydjE	10	4	5	11	7	6	5	5	6	10	2	4	8	3	10	10
ydjF	13	8	4	14	7	1	5	7	9	3	4	11	9	9	14	7
ydjG	2	0	1	0	1	0	0	0	1	1	1	0	0	0	1	0
ydjH	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0
ydjI	3	3	2	1	1	0	1	0	3	0	1	0	2	0	0	1
ydjJ	1	1	0	1	1	0	1	0	1	0	2	1	1	1	1	1
ydjK	2	2	1	1	1	2	2	3	2	1	1	1	1	3	1	1
ydjL	23	20	15	28	26	26	13	29	21	17	10	19	17	31	28	22
yeaC	5	3	3	3	4	1	2	1	3	2	2	0	1	2	0	4
msrB	26	16	20	27	25	13	17	12	20	19	10	23	18	19	25	27
gapA	27	23	12	27	25	10	17	20	19	19	13	16	18	20	25	26
yeaD	6	5	5	4	1	1	4	7	9	3	2	5	4	5	7	7
yeaE	5	5	3	6	9	3	3	3	2	7	6	5	4	3	8	6
mipA	42	24	21	33	27	13	23	20	21	24	18	25	30	22	25	31
yeaG	31	25	20	33	25	18	23	21	22	24	13	24	30	21	27	42
yeaH	6	12	7	4	12	6	8	3	4	10	10	7	7	0	6	2
yeaI	11	9	7	18	13	4	3	9	4	7	3	3	17	9	4	14
yeaJ	9	6	10	15	11	13	8	10	7	15	5	7	13	9	10	15
yeaK	3	1	2	1	1	1	1	4	2	2	2	5	2	3	6	4
yoaI	19	9	7	10	11	5	7	13	5	14	6	7	10	7	12	10
yeaL	10	7	13	10	12	6	7	7	7	14	5	9	10	5	11	19
yeaM	8	6	3	8	5	2	4	6	4	4	2	6	8	5	7	11
yeaN	11	6	6	8	7	2	4	3	5	4	2	6	8	4	5	8
yeaO	5	5	3	4	4	1	4	1	4	2	2	4	4	2	4	0
yoaF	23	11	7	23	12	2	6	7	14	7	6	7	16	7	14	6
yeaP	6	7	7	23	14	6	6	7	7	7	2	11	16	14	12	23
yoaK	1	2	0	4	2	1	1	1	2	1	2	2	2	2	3	4
yoaJ	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
yeaQ	12	7	4	12	10	6	9	10	8	12	2	6	6	10	13	7
yoaG	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
yeaR	15	5	7	14	8	8	10	10	7	12	9	7	11	11	10	10
leuE	10	3	7	16	6	4	5	6	8	5	4	4	12	9	5	14
dmlR	13	10	1	10	9	6	2	6	7	0	3	3	5	8	7	5
dmlA	5	3	6	10	7	3	2	1	8	0	6	10	5	7	9	13
yeaV	8	10	4	12	9	8	14	6	2	8	5	20	16	11	11	27
yeaW	2	1	1	4	2	3	2	2	1	2	1	1	3	3	0	0
yeaX	0	2	2	4	3	2	5	2	4	6	5	2	2	2	5	4
rnd	6	4	5	2	4	3	7	1	4	4	2	6	3	4	1	6
fadD	16	9	10	17	8	2	12	8	13	12	9	13	16	7	16	19
yeaY	4	1	5	2	1	2	1	2	4	2	1	2	2	2	2	1
tsaB	2	3	3	5	1	2	4	2	5	4	2	3	5	1	5	5
yoaA	7	8	5	9	14	8	5	9	4	7	4	8	4	12	9	8
yoaB	8	8	9	9	9	4	5	5	12	7	8	8	4	4	14	7
yoaC	36	23	16	53	21	11	13	27	21	15	10	17	50	23	23	36
yoaH	5	4	6	5	6	3	2	5	3	6	3	4	7	2	5	3
pabB	3	4	5	5	5	3	2	6	2	6	3	4	7	3	6	5
nudL	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
sdaA	9	11	11	16	12	5	8	12	6	7	3	14	20	14	8	19
yoaD	3	10	2	7	8	7	10	12	2	11	5	7	9	10	8	9
yoaE	29	19	23	40	28	22	27	24	22	26	12	25	32	35	23	38
manX	38	25	24	40	23	12	27	23	35	26	22	19	32	22	28	29
manY	3	6	5	3	6	0	2	3	3	0	1	7	6	4	3	7
manZ	1	0	2	0	1	0	1	0	2	1	1	1	0	0	1	0
yobD	0	4	1	2	1	4	2	4	3	2	5	3	4	1	4	7
mntP	27	19	16	51	29	14	17	15	19	20	14	27	38	23	32	36
rlmA	6	5	5	12	3	8	16	15	9	15	5	9	10	15	12	12
cspC	2	0	0	1	1	0	0	0	1	0	1	0	0	1	0	2
yobF	39	24	21	50	22	8	18	26	28	20	15	31	45	22	40	50
yebO	2	2	8	4	6	3	1	7	4	4	3	4	5	8	3	6
mgrB	13	9	10	12	8	2	11	10	10	12	6	7	14	8	8	10
yobH	10	7	10	12	8	6	11	10	8	12	2	9	14	10	8	13
kdgR	18	10	7	20	10	3	6	7	13	6	10	8	14	7	14	11
yebQ	11	8	7	20	14	10	6	7	7	6	3	10	14	13	10	18
htpX	17	11	10	16	12	4	8	8	11	9	4	14	14	8	16	13
prc	1	1	2	0	1	2	2	0	1	3	4	0	0	0	0	0
proQ	5	5	3	9	5	3	7	5	4	7	3	7	8	6	8	7
msrC	14	6	7	18	9	4	2	4	9	6	4	4	14	3	9	10
yebS	10	4	4	18	9	4	2	7	3	6	4	6	14	9	9	14
rsmF	1	3	2	2	3	6	7	7	1	13	3	5	3	2	10	4
yebV	9	9	7	5	11	2	8	8	7	12	8	3	3	5	8	3
yebW	8	7	1	5	5	7	7	6	3	3	8	7	6	8	5	7
pphA	6	7	6	8	7	2	3	6	5	3	2	6	8	6	6	9
ryeA	9	6	6	8	6	2	3	6	6	3	2	7	8	5	7	6
sdsR	8	5	3	4	6	6	3	4	2	3	2	2	5	5	1	9
yebY	1	1	0	1	0	0	1	0	2	0	1	0	1	0	1	1
yebZ	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
yobA	14	5	12	13	9	4	4	8	11	6	6	5	10	10	6	8
holE	8	5	8	13	6	6	4	12	10	6	4	5	10	11	9	14
yobB	8	8	6	9	8	2	2	7	4	4	1	4	10	5	4	11
exoX	0	0	1	1	1	2	1	2	1	4	2	0	0	1	2	2
ptrB	12	10	10	18	16	14	8	16	12	13	4	7	10	18	14	14
yebE	20	24	11	27	25	18	21	23	17	26	11	8	20	19	19	18
yebF	5	4	2	5	4	3	1	7	4	5	1	2	2	4	8	4
yebG	13	6	5	14	5	4	8	6	9	7	1	8	11	6	11	9
purT	9	8	6	14	11	1	8	5	6	7	4	6	11	9	5	13
eda	4	3	3	2	2	0	2	2	5	1	1	1	1	2	2	1
edd	10	15	9	17	15	9	11	18	13	13	8	10	13	16	16	22
zwf	28	19	23	23	20	9	18	9	21	17	7	25	24	12	21	29
yebK	29	25	9	23	21	7	18	23	12	17	9	19	24	21	20	28
pykA	7	9	4	13	10	4	9	5	7	4	4	8	8	12	6	11
lpxM	5	7	6	7	9	7	8	5	4	11	6	5	7	5	6	11
mepM	1	1	2	1	0	0	0	0	3	0	1	1	1	0	2	1
znuA	3	3	3	12	7	0	2	3	2	2	1	6	9	7	4	11
znuC	11	6	3	12	4	1	2	3	7	2	0	3	9	2	7	3
ruvB	1	0	1	0	0	0	0	0	0	0	2	1	1	0	0	0
ruvA	3	5	8	17	14	5	5	8	6	7	2	5	10	14	5	15
yobI	6	2	4	10	6	1	2	0	3	3	2	3	8	3	2	7
yebB	7	3	0	10	2	2	2	4	3	3	1	2	8	3	6	6
ruvC	3	3	3	0	2	1	3	2	3	4	2	1	1	0	3	0
yebC	0	1	3	3	2	0	0	2	2	2	3	0	2	1	1	2
nudB	9	7	10	11	10	1	7	4	13	9	5	4	5	6	9	2
aspS	19	16	20	20	21	14	20	16	15	27	16	14	19	15	16	20
yecD	20	14	16	20	16	16	20	20	15	27	14	16	19	15	21	19
yecN	1	2	4	5	5	4	1	1	2	3	3	3	3	2	3	4
cmoA	1	4	0	2	3	2	4	2	1	2	1	1	2	2	0	6
torZ	1	0	3	1	1	1	1	1	3	0	2	2	0	3	1	2
torY	30	14	14	50	21	11	13	15	14	18	10	23	43	17	28	37
cutC	3	0	2	0	0	0	0	0	1	0	1	1	2	0	0	1
yecM	15	11	15	13	15	4	15	6	13	19	11	13	11	5	15	17
argS	17	13	6	13	15	11	15	15	5	19	4	11	11	13	15	15
yecT	12	5	12	16	9	9	8	6	15	9	9	8	10	9	12	14
flhB	8	13	5	15	15	11	13	14	10	19	8	8	8	11	19	12
cheZ	0	1	0	1	0	0	1	1	2	1	1	0	0	0	1	0
cheY	1	0	2	1	1	0	0	0	2	0	1	2	0	1	2	0
cheB	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
cheR	1	0	3	1	0	0	1	1	3	2	1	1	0	0	2	1
tap	1	2	2	3	1	2	5	2	3	4	3	3	3	1	4	3
tar	9	3	5	12	8	9	9	7	9	8	6	5	3	13	8	14
cheW	4	1	2	2	1	0	0	0	1	0	1	2	2	0	1	0
cheA	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0
motA	7	10	5	7	9	6	11	6	9	10	6	8	4	6	11	6
flhC	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
flhD	20	12	15	28	15	10	14	12	14	15	14	27	27	14	26	29
insA	39	22	23	55	26	10	11	23	24	17	11	35	50	21	42	48
uspC	50	33	25	54	39	10	11	22	23	16	11	24	50	23	27	41
otsB	13	12	9	7	13	8	10	9	7	12	6	9	8	8	10	13
araH	1	0	3	1	0	0	0	0	2	0	1	2	2	0	1	0
araG	3	4	4	4	4	4	4	2	8	3	4	4	0	3	7	4
araF	39	30	17	46	31	13	18	31	28	21	13	24	34	30	37	49
ftnB	42	25	19	64	45	11	15	19	27	15	12	21	36	38	29	47
yecJ	8	6	5	7	4	3	6	9	8	6	6	8	6	6	12	5
azuC	16	11	18	24	17	7	10	8	15	16	14	17	21	8	20	19
yecR	19	17	8	24	20	14	10	18	8	16	7	11	21	15	17	16
ftnA	16	7	8	22	9	4	6	5	7	8	4	6	20	6	7	18
yecH	11	8	10	14	10	3	13	14	8	17	10	10	14	12	12	11
tyrP	11	10	14	14	12	10	13	10	12	17	3	8	14	8	10	11
yecA	19	10	14	11	14	9	7	9	11	10	8	13	10	10	13	10
leuZ	0	0	0	0	0	1	1	2	1	0	0	0	0	2	0	2
cysT	6	1	4	3	2	1	3	3	5	4	4	3	1	3	4	2
glyW	16	7	7	15	10	2	12	4	12	10	5	8	7	9	11	8
pgsA	3	5	4	4	5	1	1	4	2	1	2	5	6	4	3	3
uvrY	39	20	17	48	22	12	23	15	24	20	14	29	39	20	33	40
yecF	40	29	15	48	33	14	23	17	20	20	12	20	39	24	22	39
sdiA	23	10	9	30	14	6	7	13	12	12	7	6	23	12	14	15
yecS	1	1	0	0	0	1	2	2	1	1	1	0	0	2	0	0
dcyD	10	8	6	7	12	1	6	4	3	9	3	3	6	5	3	8
fliY	9	8	5	7	8	0	2	3	5	3	4	6	6	2	7	5
fliZ	2	4	3	1	3	2	2	4	2	2	1	3	4	2	2	4
fliA	24	20	9	25	22	21	20	16	13	26	12	11	19	13	21	21
fliC	27	18	12	19	9	4	20	7	21	10	14	13	19	9	11	23
fliD	23	13	7	19	11	14	20	12	9	10	4	18	19	21	9	27
fliS	1	1	2	3	3	0	1	0	2	1	2	1	1	3	0	1
amyA	6	2	3	8	0	3	7	6	9	4	3	3	4	7	6	4
yedD	18	9	10	17	15	5	5	13	12	8	7	5	9	16	10	12
yedE	12	5	13	17	10	7	5	10	16	8	5	9	9	12	15	18
yedK	1	7	5	8	9	8	4	8	5	3	3	5	6	11	4	9
yedL	11	7	5	14	9	3	3	5	7	4	3	3	10	7	6	7
yedN	10	4	7	19	5	3	5	4	10	6	6	9	15	4	13	16
intG	16	9	4	19	13	6	5	7	4	6	3	4	15	10	5	10
fliE	9	12	8	12	9	9	14	15	12	14	9	10	12	11	14	21
fliF	21	10	15	12	14	9	14	8	11	14	9	12	12	12	9	9
fliJ	1	1	3	1	2	1	1	0	2	1	2	0	1	0	0	0
fliL	6	7	11	4	9	6	10	3	7	10	3	6	6	5	2	5
fliM	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0
fliO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
fliQ	1	0	2	0	1	0	0	0	1	1	1	0	0	0	0	0
fliR	0	1	0	0	0	1	1	1	0	0	0	1	1	0	0	0
rcsA	19	17	16	29	19	12	14	11	16	11	10	16	27	17	13	22
dsrB	11	10	10	5	12	10	14	12	7	15	5	9	6	12	8	8
yodD	8	9	12	5	8	5	14	10	12	15	10	10	6	7	12	11
dsrA	12	8	12	19	15	7	13	7	13	12	7	9	10	15	10	14
yedP	14	9	7	19	10	7	13	12	15	12	7	8	10	13	15	12
yedQ	11	4	9	19	14	8	9	6	5	13	10	11	12	12	12	8
yodC	9	5	5	4	6	1	4	6	4	5	4	3	4	6	3	4
yedI	17	8	10	14	10	4	4	9	12	7	6	10	10	8	15	12
yedA	12	10	9	14	15	6	4	10	8	7	4	8	10	12	10	17
dcm	4	1	1	6	2	4	4	5	2	6	5	5	4	4	7	2
yedJ	3	3	2	0	1	0	4	4	2	5	4	2	1	1	3	1
yedR	19	3	4	24	8	4	5	8	8	7	2	7	15	11	12	13
rseX	13	7	8	24	12	2	5	4	11	7	4	3	15	8	8	19
yedS	26	15	8	54	23	9	5	10	16	9	4	7	38	14	19	32
hchA	42	39	21	50	51	30	19	33	18	32	8	10	41	32	20	24
yedW	8	5	8	16	9	4	2	4	7	6	4	8	13	5	10	13
hiuH	13	8	4	16	10	4	2	8	5	6	4	5	13	7	9	8
yedY	9	8	7	6	6	1	2	11	7	7	5	5	8	4	10	4
zinT	16	14	13	29	21	9	11	12	12	13	6	13	23	16	14	19
yodB	29	29	15	33	30	13	12	21	15	19	9	14	33	15	20	20
serU	9	8	1	6	10	3	4	6	4	6	4	3	1	6	8	6
mtfA	6	3	6	6	8	4	4	1	6	6	3	8	1	4	10	9
asnT	10	9	5	9	7	4	4	3	7	3	1	5	9	2	6	10
yeeJ	22	15	16	23	18	11	13	20	11	18	7	15	24	19	15	37
yeeL	21	16	25	30	19	8	10	14	28	17	15	16	23	10	26	18
shiA	18	16	14	30	26	15	10	25	10	17	8	16	23	28	19	21
amn	3	9	4	9	8	3	5	6	8	4	5	5	6	7	8	7
yeeN	35	13	19	43	17	10	8	14	20	11	7	14	39	15	18	31
asnW	8	6	3	10	9	1	6	4	5	6	3	3	4	7	5	8
yeeO	11	6	4	12	11	5	6	9	7	9	3	8	4	11	14	20
asnU	20	8	9	12	14	3	6	4	11	9	5	6	4	7	11	11
cbl	7	5	3	11	2	3	5	3	7	4	6	5	10	2	7	9
nac	27	15	14	28	25	6	10	15	14	20	20	20	17	16	30	23
asnV	23	20	15	28	30	20	10	14	16	20	6	15	17	14	25	27
ldtA	7	5	5	5	2	0	4	4	6	3	3	1	6	2	2	2
cobT	0	1	3	0	0	0	1	0	3	0	0	1	0	0	1	0
cobU	20	12	12	33	22	9	16	9	17	15	13	21	18	20	25	25
yeeH	16	8	10	11	7	6	7	9	14	7	8	2	7	8	7	7
insH1	3	1	4	3	1	1	1	2	5	1	2	2	2	3	3	1
yoeG	33	21	30	35	27	5	8	19	31	18	16	19	28	16	30	15
yoeH	11	11	3	31	14	6	6	12	9	0	3	14	22	22	14	22
yoeA	22	14	12	31	14	3	6	3	22	0	6	11	22	9	14	11
insC1	32	35	29	37	35	24	18	35	30	22	14	22	36	30	28	29
yeeP	14	11	14	14	13	6	8	12	12	11	5	8	14	11	10	11
isrC	8	7	4	5	5	4	3	14	5	5	0	8	5	11	11	4
flu	4	1	2	2	2	1	0	3	1	1	1	0	1	3	1	1
yeeR	6	11	2	11	13	7	10	6	8	6	8	4	3	11	6	4
yeeT	1	6	2	4	9	4	0	6	1	0	1	3	2	8	2	8
cbeA	3	3	4	8	3	4	3	4	7	3	3	2	5	5	4	8
cbtA	3	4	4	7	8	6	2	9	2	5	3	3	5	9	4	8
yoeD	3	1	5	2	3	5	3	7	3	7	2	3	3	4	5	7
yoeF	7	3	7	2	5	2	3	5	4	7	5	1	3	3	3	3
yeeX	15	5	11	16	10	3	6	12	11	11	8	7	12	12	12	10
yeeA	9	7	11	11	8	8	15	12	14	14	8	10	7	15	12	20
sbmC	7	6	7	9	10	2	3	9	4	8	5	7	8	8	9	9
dacD	12	7	18	16	18	8	5	11	9	13	5	13	14	14	13	14
sbcB	14	13	11	16	13	5	5	18	14	13	8	7	14	9	18	12
yeeD	2	0	2	0	0	0	0	0	0	0	1	3	2	0	1	0
yeeE	15	6	4	22	11	7	4	10	7	2	6	8	14	17	9	23
yoeI	18	10	9	17	16	11	11	11	10	10	6	9	10	18	9	17
yeeY	1	4	3	2	6	2	5	1	2	7	3	2	0	1	3	0
yeeZ	4	3	9	10	5	1	3	3	7	3	3	5	9	5	4	6
yefM	27	17	16	24	14	6	5	20	20	10	12	11	22	13	20	22
hisL	22	11	20	24	20	12	5	16	13	10	6	17	22	20	14	27
hisG	9	6	11	9	10	5	7	5	13	8	10	7	4	8	10	11
hisD	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0
wzzB	5	9	5	16	10	3	5	10	5	5	5	6	15	10	7	18
ugd	24	12	11	26	14	5	8	15	12	12	4	8	24	13	13	27
gnd	7	7	10	14	9	4	6	5	6	10	4	6	17	3	6	7
insH1	35	21	23	65	23	10	18	19	38	19	14	23	47	21	39	33
wbbI	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
glf	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	2
rfbA	6	0	4	6	2	0	1	1	7	2	3	4	2	2	8	5
rfbB	31	12	27	31	23	10	17	14	19	24	15	24	29	18	23	30
wcaN	21	11	9	18	17	4	6	6	10	9	8	6	11	9	10	9
wcaM	1	1	2	0	0	0	1	0	2	1	1	0	0	0	0	0
wcaK	17	15	11	12	16	14	28	16	13	26	17	19	10	19	18	11
wcaJ	5	5	2	2	3	3	3	4	2	2	5	2	4	3	2	2
cpsG	13	6	3	8	6	4	9	3	5	8	6	5	5	4	6	3
cpsB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
wcaH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
wcaG	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
gmd	4	2	2	4	2	0	0	0	2	0	1	0	3	1	0	1
wcaF	3	1	1	2	1	1	0	0	1	0	1	0	2	0	0	0
wcaE	3	1	1	1	0	0	0	0	2	0	0	0	1	0	0	0
wcaB	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
wcaA	6	6	6	4	9	10	11	3	4	12	5	2	3	4	1	2
wzc	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
wzb	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0
wza	46	23	23	55	29	20	10	30	24	23	14	23	48	23	37	38
yegH	35	25	27	58	33	14	11	20	26	18	20	25	51	21	31	50
asmA	0	1	2	2	2	2	0	0	2	1	2	0	1	1	1	2
dcd	7	3	6	7	1	4	5	3	8	6	3	8	7	1	10	6
udk	23	17	10	26	16	13	23	18	11	22	10	17	26	18	17	25
yegE	25	17	18	26	17	10	23	10	18	22	13	17	26	11	16	23
alkA	14	4	9	11	4	5	12	3	14	12	6	6	6	3	11	3
yegD	3	6	3	11	11	6	12	9	3	12	5	4	6	14	4	14
yegI	17	3	9	27	9	8	3	6	9	4	4	11	21	11	12	25
yegJ	25	11	6	27	12	4	3	9	11	4	8	3	21	9	9	17
yegL	10	4	7	14	5	9	13	16	10	11	6	8	10	19	9	17
sibA	17	8	16	14	9	6	13	7	19	11	9	4	10	10	5	10
ibsA	15	8	21	16	12	8	15	12	20	17	11	9	13	14	10	15
sibB	12	8	9	15	10	7	14	15	12	15	6	8	11	15	12	10
ibsB	22	15	22	18	13	9	18	13	26	17	17	11	16	12	14	11
mdtA	11	10	12	16	14	12	17	17	10	15	5	15	14	22	12	17
yegP	9	11	12	18	21	7	9	8	10	12	8	6	10	15	7	15
yegQ	6	8	9	6	9	12	11	8	9	13	8	7	5	7	9	7
cyaR	5	3	3	11	5	3	4	2	5	2	3	2	7	7	2	11
ogrK	9	4	3	5	4	2	3	3	2	3	4	6	6	3	6	8
yegZ	13	4	12	16	6	5	11	6	14	13	11	12	12	6	15	7
yegR	34	17	32	44	26	14	7	14	26	12	21	26	41	18	25	23
yegS	23	26	14	44	25	21	7	32	18	12	14	17	41	26	26	34
gatR	7	7	3	9	9	7	6	3	4	7	5	6	5	4	9	5
insE1	35	35	22	45	37	22	36	21	30	27	22	26	35	33	25	28
gatD	2	2	4	2	2	3	0	2	3	0	4	2	3	2	1	6
gatC	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
gatB	4	2	1	3	1	1	0	3	1	0	1	1	3	2	1	1
gatA	0	1	0	1	0	0	1	0	1	0	2	1	1	0	0	0
gatZ	5	3	1	1	3	2	1	1	1	2	1	0	1	0	1	1
gatY	18	24	6	28	20	15	24	16	15	20	9	10	24	16	15	21
fbaB	27	18	11	23	16	14	15	10	19	13	10	6	18	9	12	15
yegT	15	6	10	23	12	10	15	11	9	13	14	18	18	19	16	27
yegW	5	4	6	3	5	4	1	2	5	2	2	1	3	2	1	0
yegX	1	5	3	4	6	3	1	5	3	5	3	3	4	2	6	5
thiM	11	16	8	14	15	12	16	15	12	15	10	11	11	15	14	13
rcnR	6	5	6	14	5	9	1	8	5	3	2	7	15	7	7	12
rcnA	12	7	8	14	7	2	1	6	7	3	9	5	15	5	5	6
rcnB	9	8	13	23	15	6	5	18	13	12	8	6	16	17	13	18
yehA	0	0	2	0	1	0	0	1	0	0	2	3	1	2	1	1
yehB	0	0	2	0	1	1	0	2	1	3	1	0	0	0	2	1
yehC	6	1	2	3	1	1	0	1	0	0	1	3	5	2	1	2
yehD	29	14	9	42	18	5	4	8	15	8	5	8	32	8	18	37
yehE	10	17	10	28	20	9	11	17	11	13	8	15	25	17	18	24
mrp	12	5	12	11	5	1	1	9	5	2	8	10	17	8	5	9
metG	9	10	9	11	5	8	1	12	8	2	1	5	17	5	5	12
yehH	8	5	6	11	9	5	5	13	5	10	4	4	9	12	8	13
yehI	1	0	2	0	0	0	0	0	2	1	1	0	0	0	0	0
yehK	4	7	4	2	7	2	5	2	3	6	3	2	2	1	3	2
yehL	24	13	9	33	20	12	14	14	10	16	13	16	25	19	19	25
yehM	1	0	1	1	0	0	0	0	2	1	1	0	0	0	1	0
yehR	5	7	10	9	6	8	3	9	6	5	5	8	13	7	6	10
yehS	5	3	2	2	3	3	0	6	2	4	2	0	1	3	4	2
yehU	10	8	15	10	11	5	14	8	11	13	9	20	11	11	15	25
mlrA	25	20	8	10	15	9	14	15	11	13	5	8	11	11	11	10
yohO	5	4	2	5	4	1	3	3	2	3	1	4	5	3	4	6
yehW	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0
yehY	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1
osmF	18	8	11	14	9	12	16	16	11	21	8	5	13	13	10	12
bglX	18	11	8	16	17	7	7	12	9	11	6	6	9	14	11	15
dld	15	6	12	16	11	6	7	8	14	11	7	11	9	9	17	18
pbpG	7	8	5	12	11	7	14	14	7	17	4	10	6	15	15	11
yohC	16	14	10	10	18	4	4	10	9	7	8	10	6	11	12	8
yohD	8	10	10	10	12	8	4	10	11	7	4	14	6	9	18	16
yohF	3	3	3	4	1	1	4	4	3	3	1	3	6	3	3	5
mdtQ	16	11	7	24	9	11	12	11	12	10	5	11	21	12	14	19
yohP	19	11	11	24	14	5	12	7	12	10	11	11	21	12	9	16
dusC	14	12	15	25	24	10	13	10	14	21	6	4	13	14	11	16
yohJ	16	4	10	25	11	6	13	15	14	21	10	12	13	14	24	14
cdd	7	7	4	17	11	3	9	1	7	9	2	7	9	6	10	11
sanA	7	3	7	5	5	13	11	11	7	15	8	10	3	10	13	9
yeiS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
preT	12	11	10	22	12	11	6	14	7	10	2	4	24	12	5	21
mglC	0	0	1	1	0	1	0	1	1	1	2	0	1	1	0	2
mglA	4	3	2	6	3	2	2	4	2	5	3	3	6	1	5	5
