; oligo-analysis  -v 1 -sort -i $RSAT/public_html/tmp/www-data/2020/02/17/retrieve-seq_2020-02-17.102400_zNNOQn.fasta.fasta -format fasta -return occ -table -1str -quick_if_possible -seqtype dna -bg upstream-noorf -org Escherichia_coli_GCF_000005845.2_ASM584v2 -pseudo 0.01 -l 2 -o $RSAT/public_html/tmp/www-data/2020/02/17/oligo-analysis_2020-02-17.120653_hiGSOB_2nt.tab
; Citation: van Helden et al. (1998). J Mol Biol 281(5), 827-42. 
; Program version              	1.169
; Slow counting mode           
; Oligomer length              	2
; Input file                   	$RSAT/public_html/tmp/www-data/2020/02/17/retrieve-seq_2020-02-17.102400_zNNOQn.fasta.fasta
; Input format                 	fasta
; Output file                  	$RSAT/public_html/tmp/www-data/2020/02/17/oligo-analysis_2020-02-17.120653_hiGSOB_2nt.tab
; Count overlapping matches
; Counted on a single strand
; Number of output patterns	16
# seq	aa	ac	ag	at	ca	cc	cg	ct	ga	gc	gg	gt	ta	tc	tg	tt
pfkB	44	9	17	31	15	10	11	12	17	12	10	9	25	17	11	35
ydiZ	14	7	3	7	11	7	4	5	4	4	8	5	2	8	6	4
yniA	4	6	5	8	8	2	4	6	5	7	7	8	5	6	11	12
yniB	18	8	11	12	6	5	7	10	9	8	5	7	16	8	6	9
yniC	9	7	10	12	6	5	7	11	8	8	5	8	16	9	6	18
ydjM	12	11	9	12	10	8	7	10	10	5	5	12	12	12	11	15
ydjN	18	7	11	12	11	4	3	8	9	8	6	3	9	7	7	8
ydjO	28	12	10	32	10	9	7	18	16	10	9	14	28	13	23	48
cedA	22	14	11	11	9	8	10	16	11	10	12	10	17	11	10	20
katE	20	10	16	11	10	12	10	11	11	10	8	14	17	11	9	22
chbG	0	0	1	1	0	1	1	1	2	1	1	0	0	0	1	1
chbF	4	4	5	13	6	4	2	6	7	3	9	7	9	7	9	8
chbR	0	0	1	0	0	0	1	0	1	0	1	1	0	1	0	0
chbA	6	2	4	3	0	2	6	0	6	2	5	5	3	2	3	0
chbC	11	1	3	10	4	3	3	1	1	2	3	4	9	5	1	22
chbB	32	12	23	19	20	12	13	13	18	16	18	19	16	18	17	31
osmE	30	16	13	8	12	12	12	13	16	12	11	7	9	9	10	10
nadE	10	7	13	8	10	11	12	13	9	12	12	16	9	16	12	30
cho	18	15	11	18	16	12	16	10	14	15	9	12	15	12	14	21
ves	26	16	10	8	13	14	13	12	12	9	11	11	9	13	9	15
spy	36	14	14	33	21	9	11	23	9	12	8	18	31	29	14	46
astC	33	22	16	46	31	16	23	21	16	31	11	24	36	22	32	64
xthA	64	24	21	46	32	11	23	16	22	31	16	22	36	16	31	33
ydjX	15	9	9	9	9	8	4	16	8	6	5	11	10	14	13	19
ydjY	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ydjZ	2	0	3	1	1	1	0	0	1	1	2	0	1	0	0	0
ynjB	0	0	2	1	0	0	0	0	3	0	1	0	0	0	1	0
ynjE	8	3	3	4	7	0	5	3	2	4	3	4	1	7	3	8
ynjF	12	4	6	9	7	3	3	4	4	7	4	2	7	3	4	6
nudG	6	2	4	9	4	4	3	6	3	7	3	4	7	4	7	12
ynjH	30	14	17	22	14	12	9	9	15	10	4	14	23	8	13	20
gdhA	20	14	9	22	13	4	9	17	8	10	12	14	23	15	14	30
ynjI	15	1	6	17	5	2	6	5	9	5	5	7	10	10	9	14
topB	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1
selD	7	9	7	9	10	4	5	6	11	5	8	5	4	8	9	8
ydjA	16	12	7	12	14	7	6	8	7	5	7	14	11	11	12	10
sppA	10	14	8	12	12	7	6	7	11	5	7	12	11	7	14	16
ansA	2	7	4	18	10	15	12	12	6	9	3	9	13	19	7	19
pncA	0	1	1	0	0	0	0	1	2	0	1	1	1	0	1	0
ydjE	14	4	5	11	7	6	5	5	6	10	2	4	8	3	10	15
ydjF	20	8	4	14	7	1	5	7	9	3	5	11	9	9	14	9
ydjG	2	0	1	0	1	0	0	0	1	1	1	0	0	0	1	0
ydjH	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0
ydjI	3	3	2	1	1	0	1	0	3	0	2	0	2	0	0	1
ydjJ	2	1	0	1	1	0	1	0	1	0	3	1	1	1	1	1
ydjK	2	2	1	1	1	2	2	3	2	1	1	1	1	3	1	1
ydjL	28	20	15	28	26	33	13	29	21	17	12	19	17	31	28	31
yeaC	9	3	3	3	4	1	2	1	3	2	2	0	1	2	0	4
msrB	36	16	20	27	25	14	17	12	20	19	13	23	18	19	25	36
gapA	36	23	12	27	25	13	17	20	19	19	14	16	18	20	25	36
yeaD	10	5	5	4	1	1	4	7	9	3	2	5	4	5	7	10
yeaE	8	5	3	6	9	4	3	3	2	7	9	5	4	3	8	9
mipA	59	24	21	33	27	16	23	20	21	24	20	25	30	22	25	44
yeaG	44	25	20	33	25	20	23	21	22	24	16	24	30	21	27	59
yeaH	7	12	7	4	12	8	8	3	4	10	14	7	7	0	6	2
yeaI	15	9	7	18	13	4	3	9	4	7	3	3	17	9	4	20
yeaJ	12	6	10	15	11	17	8	10	7	15	5	7	13	9	10	24
yeaK	3	1	2	1	1	1	1	4	2	2	2	5	2	3	6	5
yoaI	26	9	7	10	11	6	7	13	5	14	8	7	10	7	12	16
yeaL	16	7	13	10	12	8	7	7	7	14	6	9	10	5	11	26
yeaM	12	6	3	8	5	2	4	6	4	4	2	6	8	5	7	13
yeaN	13	6	6	8	7	2	4	3	5	4	2	6	8	4	5	12
yeaO	8	5	3	4	4	1	4	1	4	2	3	4	4	2	4	0
yoaF	32	11	7	23	12	2	6	7	14	7	7	7	16	7	14	9
yeaP	9	7	7	23	14	7	6	7	7	7	2	11	16	14	12	32
yoaK	1	2	0	4	2	1	1	1	2	1	2	2	2	2	3	5
yoaJ	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
yeaQ	18	7	4	12	10	9	9	10	8	12	2	6	6	10	13	10
yoaG	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
yeaR	23	5	7	14	8	12	10	10	7	12	11	7	11	11	10	13
leuE	13	3	7	16	6	4	5	6	8	5	5	4	12	9	5	17
dmlR	17	10	1	10	9	7	2	6	7	0	4	3	5	8	7	5
dmlA	5	3	6	10	7	4	2	1	8	0	7	10	5	7	9	17
yeaV	11	10	4	12	9	8	14	6	2	8	5	20	16	11	11	42
yeaW	3	1	1	4	2	4	2	2	1	2	1	1	3	3	0	0
yeaX	0	2	2	4	3	2	5	2	4	6	6	2	2	2	5	7
rnd	8	4	5	2	4	4	7	1	4	4	2	6	3	4	1	9
fadD	24	9	10	17	8	2	12	8	13	12	11	13	16	7	16	25
yeaY	7	1	5	2	1	3	1	2	4	2	1	2	2	2	2	1
tsaB	2	3	3	5	1	3	4	2	5	4	2	3	5	1	5	8
yoaA	10	8	5	9	14	10	5	9	4	7	6	8	4	12	9	10
yoaB	10	8	9	9	9	6	5	5	12	7	10	8	4	4	14	10
yoaC	45	23	16	53	21	13	13	27	21	15	10	17	50	23	23	50
yoaH	6	4	6	5	6	3	2	5	3	6	4	4	7	2	5	4
pabB	4	4	5	5	5	4	2	6	2	6	3	4	7	3	6	6
nudL	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
sdaA	11	11	11	16	12	6	8	12	6	7	3	14	20	14	8	23
yoaD	3	10	2	7	8	11	10	12	2	11	7	7	9	10	8	12
yoaE	39	19	23	40	28	25	27	24	22	26	14	25	32	35	23	59
manX	59	25	24	40	23	14	27	23	35	26	25	19	32	22	28	39
manY	4	6	5	3	6	0	2	3	3	0	1	7	6	4	3	8
manZ	1	0	2	0	1	0	1	0	2	1	1	1	0	0	1	0
yobD	0	4	1	2	1	5	2	4	3	2	6	3	4	1	4	11
mntP	37	19	16	51	29	17	17	15	19	20	17	27	38	23	32	50
rlmA	7	5	5	12	3	9	16	15	9	15	5	9	10	15	12	17
cspC	2	0	0	1	1	0	0	0	1	0	1	0	0	1	0	4
yobF	52	24	21	50	22	10	18	26	28	20	18	31	45	22	40	72
yebO	2	2	8	4	6	3	1	7	4	4	3	4	5	8	3	9
mgrB	16	9	10	12	8	2	11	10	10	12	6	7	14	8	8	14
yobH	14	7	10	12	8	6	11	10	8	12	2	9	14	10	8	16
kdgR	23	10	7	20	10	4	6	7	13	6	11	8	14	7	14	15
yebQ	15	8	7	20	14	11	6	7	7	6	4	10	14	13	10	23
htpX	26	11	10	16	12	5	8	8	11	9	5	14	14	8	16	17
prc	1	1	2	0	1	2	2	0	1	3	5	0	0	0	0	0
proQ	6	5	3	9	5	3	7	5	4	7	3	7	8	6	8	9
msrC	15	6	7	18	9	5	2	4	9	6	5	4	14	3	9	12
yebS	12	4	4	18	9	5	2	7	3	6	5	6	14	9	9	15
rsmF	2	3	2	2	3	7	7	7	1	13	3	5	3	2	10	8
yebV	15	9	7	5	11	2	8	8	7	12	8	3	3	5	8	5
yebW	12	7	1	5	5	10	7	6	3	3	10	7	6	8	5	8
pphA	7	7	6	8	7	2	3	6	5	3	3	6	8	6	6	12
ryeA	12	6	6	8	6	3	3	6	6	3	2	7	8	5	7	7
sdsR	12	5	3	4	6	6	3	4	2	3	3	2	5	5	1	15
yebY	2	1	0	1	0	0	1	0	2	0	1	0	1	0	1	1
yebZ	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
yobA	19	5	12	13	9	4	4	8	11	6	7	5	10	10	6	8
holE	8	5	8	13	6	7	4	12	10	6	4	5	10	11	9	19
yobB	11	8	6	9	8	2	2	7	4	4	1	4	10	5	4	15
exoX	0	0	1	1	1	2	1	2	1	4	2	0	0	1	2	4
ptrB	13	10	10	18	16	17	8	16	12	13	5	7	10	18	14	20
yebE	28	24	11	27	25	21	21	23	17	26	12	8	20	19	19	24
yebF	7	4	2	5	4	3	1	7	4	5	1	2	2	4	8	6
yebG	18	6	5	14	5	5	8	6	9	7	1	8	11	6	11	12
purT	12	8	6	14	11	1	8	5	6	7	5	6	11	9	5	18
eda	6	3	3	2	2	0	2	2	5	1	1	1	1	2	2	2
edd	13	15	9	17	15	11	11	18	13	13	8	10	13	16	16	35
zwf	38	19	23	23	20	12	18	9	21	17	10	25	24	12	21	44
yebK	44	25	9	23	21	10	18	23	12	17	12	19	24	21	20	38
pykA	8	9	4	13	10	4	9	5	7	4	4	8	8	12	6	15
lpxM	7	7	6	7	9	7	8	5	4	11	7	5	7	5	6	17
mepM	1	1	2	1	0	0	0	0	3	0	1	1	1	0	2	1
znuA	4	3	3	12	7	0	2	3	2	2	1	6	9	7	4	12
znuC	12	6	3	12	4	1	2	3	7	2	0	3	9	2	7	4
ruvB	2	0	1	0	0	0	0	0	0	0	2	1	1	0	0	0
ruvA	4	5	8	17	14	5	5	8	6	7	2	5	10	14	5	22
yobI	10	2	4	10	6	1	2	0	3	3	2	3	8	3	2	10
yebB	10	3	0	10	2	2	2	4	3	3	1	2	8	3	6	10
ruvC	5	3	3	0	2	1	3	2	3	4	2	1	1	0	3	0
yebC	0	1	3	3	2	0	0	2	2	2	4	0	2	1	1	4
nudB	11	7	10	11	10	2	7	4	13	9	6	4	5	6	9	2
aspS	25	16	20	20	21	15	20	16	15	27	21	14	19	15	16	28
yecD	28	14	16	20	16	21	20	20	15	27	15	16	19	15	21	25
yecN	2	2	4	5	5	4	1	1	2	3	4	3	3	2	3	7
cmoA	1	4	0	2	3	3	4	2	1	2	1	1	2	2	0	11
torZ	1	0	3	1	1	1	1	1	3	0	3	2	0	3	1	2
torY	39	14	14	50	21	14	13	15	14	18	14	23	43	17	28	49
cutC	4	0	2	0	0	0	0	0	1	0	1	1	2	0	0	1
yecM	23	11	15	13	15	5	15	6	13	19	15	13	11	5	15	20
argS	20	13	6	13	15	15	15	15	5	19	5	11	11	13	15	23
yecT	15	5	12	16	9	10	8	6	15	9	11	8	10	9	12	20
flhB	12	13	5	15	15	14	13	14	10	19	8	8	8	11	19	16
cheZ	0	1	0	1	0	0	1	1	2	1	1	0	0	0	1	0
cheY	1	0	2	1	1	0	0	0	2	0	1	2	0	1	2	0
cheB	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
cheR	1	0	3	1	0	0	1	1	3	2	1	1	0	0	2	1
tap	1	2	2	3	1	2	5	2	3	4	4	3	3	1	4	4
tar	11	3	5	12	8	13	9	7	9	8	8	5	3	13	8	21
cheW	6	1	2	2	1	0	0	0	1	0	1	2	2	0	1	0
cheA	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0
motA	7	10	5	7	9	7	11	6	9	10	6	8	4	6	11	9
flhC	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
flhD	31	12	15	28	15	15	14	12	14	15	18	27	27	14	26	36
insA	55	22	23	55	26	14	11	23	24	17	12	35	50	21	42	69
uspC	68	33	25	54	39	11	11	22	23	16	15	24	50	23	27	58
otsB	16	12	9	7	13	11	10	9	7	12	6	9	8	8	10	18
araH	1	0	3	1	0	0	0	0	2	0	1	2	2	0	1	0
araG	5	4	4	4	4	5	4	2	8	3	6	4	0	3	7	5
araF	52	30	17	46	31	17	18	31	28	21	14	24	34	30	37	69
ftnB	60	25	19	64	45	13	15	19	27	15	13	21	36	38	29	60
yecJ	11	6	5	7	4	3	6	9	8	6	6	8	6	6	12	10
azuC	23	11	18	24	17	7	10	8	15	16	17	17	21	8	20	29
yecR	29	17	8	24	20	17	10	18	8	16	7	11	21	15	17	23
ftnA	22	7	8	22	9	5	6	5	7	8	5	6	20	6	7	26
yecH	17	8	10	14	10	3	13	14	8	17	11	10	14	12	12	16
tyrP	16	10	14	14	12	11	13	10	12	17	3	8	14	8	10	17
yecA	27	10	14	11	14	10	7	9	11	10	10	13	10	10	13	15
leuZ	0	0	0	0	0	2	1	2	1	0	0	0	0	2	0	3
cysT	8	1	4	3	2	1	3	3	5	4	4	3	1	3	4	4
glyW	21	7	7	15	10	2	12	4	12	10	5	8	7	9	11	10
pgsA	3	5	4	4	5	2	1	4	2	1	3	5	6	4	3	3
uvrY	55	20	17	48	22	15	23	15	24	20	18	29	39	20	33	59
yecF	59	29	15	48	33	18	23	17	20	20	15	20	39	24	22	55
sdiA	31	10	9	30	14	7	7	13	12	12	9	6	23	12	14	19
yecS	2	1	0	0	0	1	2	2	1	1	1	0	0	2	0	0
dcyD	13	8	6	7	12	1	6	4	3	9	4	3	6	5	3	13
fliY	11	8	5	7	8	0	2	3	5	3	5	6	6	2	7	8
fliZ	3	4	3	1	3	2	2	4	2	2	1	3	4	2	2	6
fliA	30	20	9	25	22	27	20	16	13	26	14	11	19	13	21	33
fliC	37	18	12	19	9	5	20	7	21	10	19	13	19	9	11	35
fliD	35	13	7	19	11	19	20	12	9	10	5	18	19	21	9	37
fliS	1	1	2	3	3	0	1	0	2	1	3	1	1	3	0	1
amyA	6	2	3	8	0	4	7	6	9	4	3	3	4	7	6	4
yedD	24	9	10	17	15	5	5	13	12	8	9	5	9	16	10	18
yedE	18	5	13	17	10	9	5	10	16	8	5	9	9	12	15	24
yedK	1	7	5	8	9	14	4	8	5	3	4	5	6	11	4	13
yedL	15	7	5	14	9	3	3	5	7	4	3	3	10	7	6	8
yedN	11	4	7	19	5	4	5	4	10	6	8	9	15	4	13	25
intG	25	9	4	19	13	8	5	7	4	6	4	4	15	10	5	11
fliE	15	12	8	12	9	12	14	15	12	14	11	10	12	11	14	32
fliF	32	10	15	12	14	11	14	8	11	14	12	12	12	12	9	15
fliJ	1	1	3	1	2	2	1	0	2	1	2	0	1	0	0	0
fliL	6	7	11	4	9	7	10	3	7	10	3	6	6	5	2	7
fliM	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0
fliO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
fliQ	2	0	2	0	1	0	0	0	1	1	1	0	0	0	0	0
fliR	0	1	0	0	0	1	1	1	0	0	0	1	1	0	0	0
rcsA	26	17	16	29	19	13	14	11	16	11	13	16	27	17	13	30
dsrB	17	10	10	5	12	10	14	12	7	15	5	9	6	12	8	9
yodD	9	9	12	5	8	5	14	10	12	15	10	10	6	7	12	17
dsrA	18	8	12	19	15	8	13	7	13	12	9	9	10	15	10	18
yedP	18	9	7	19	10	9	13	12	15	12	8	8	10	13	15	18
yedQ	14	4	9	19	14	8	9	6	5	13	12	11	12	12	12	9
yodC	12	5	5	4	6	1	4	6	4	5	4	3	4	6	3	5
yedI	27	8	10	14	10	6	4	9	12	7	7	10	10	8	15	14
yedA	14	10	9	14	15	7	4	10	8	7	6	8	10	12	10	27
dcm	6	1	1	6	2	5	4	5	2	6	5	5	4	4	7	2
yedJ	4	3	2	0	1	0	4	4	2	5	4	2	1	1	3	2
yedR	28	3	4	24	8	4	5	8	8	7	2	7	15	11	12	17
rseX	17	7	8	24	12	2	5	4	11	7	4	3	15	8	8	28
yedS	32	15	8	54	23	11	5	10	16	9	5	7	38	14	19	44
hchA	55	39	21	50	51	37	19	33	18	32	9	10	41	32	20	32
yedW	10	5	8	16	9	4	2	4	7	6	5	8	13	5	10	19
hiuH	19	8	4	16	10	5	2	8	5	6	4	5	13	7	9	10
yedY	14	8	7	6	6	2	2	11	7	7	6	5	8	4	10	4
zinT	21	14	13	29	21	11	11	12	12	13	6	13	23	16	14	26
yodB	36	29	15	33	30	14	12	21	15	19	10	14	33	15	20	25
serU	13	8	1	6	10	3	4	6	4	6	5	3	1	6	8	8
mtfA	8	3	6	6	8	5	4	1	6	6	3	8	1	4	10	13
asnT	12	9	5	9	7	5	4	3	7	3	1	5	9	2	6	12
yeeJ	28	15	16	23	18	15	13	20	11	18	11	15	24	19	15	51
yeeL	30	16	25	30	19	10	10	14	28	17	16	16	23	10	26	23
shiA	23	16	14	30	26	16	10	25	10	17	10	16	23	28	19	30
amn	3	9	4	9	8	3	5	6	8	4	5	5	6	7	8	10
yeeN	45	13	19	43	17	11	8	14	20	11	9	14	39	15	18	45
asnW	13	6	3	10	9	1	6	4	5	6	5	3	4	7	5	12
yeeO	16	6	4	12	11	8	6	9	7	9	3	8	4	11	14	31
asnU	31	8	9	12	14	3	6	4	11	9	8	6	4	7	11	16
cbl	8	5	3	11	2	4	5	3	7	4	10	5	10	2	7	14
nac	36	15	14	28	25	7	10	15	14	20	26	20	17	16	30	32
asnV	32	20	15	28	30	26	10	14	16	20	7	15	17	14	25	36
ldtA	11	5	5	5	2	0	4	4	6	3	4	1	6	2	2	3
cobT	0	1	3	0	0	0	1	0	3	0	0	1	0	0	1	0
cobU	24	12	12	33	22	10	16	9	17	15	15	21	18	20	25	33
yeeH	25	8	10	11	7	8	7	9	14	7	10	2	7	8	7	9
insH1	3	1	4	3	1	2	1	2	5	1	3	2	2	3	3	1
yoeG	42	21	30	35	27	6	8	19	31	18	17	19	28	16	30	20
yoeH	16	11	3	31	14	7	6	12	9	0	3	14	22	22	14	30
yoeA	30	14	12	31	14	3	6	3	22	0	7	11	22	9	14	16
insC1	37	35	29	37	35	30	18	35	30	22	16	22	36	30	28	38
yeeP	18	11	14	14	13	7	8	12	12	11	7	8	14	11	10	14
isrC	10	7	4	5	5	6	3	14	5	5	0	8	5	11	11	5
flu	5	1	2	2	2	2	0	3	1	1	1	0	1	3	1	1
yeeR	6	11	2	11	13	9	10	6	8	6	9	4	3	11	6	4
yeeT	1	6	2	4	9	6	0	6	1	0	1	3	2	8	2	10
cbeA	3	3	4	8	3	4	3	4	7	3	4	2	5	5	4	10
cbtA	4	4	4	7	8	6	2	9	2	5	3	3	5	9	4	12
yoeD	4	1	5	2	3	5	3	7	3	7	3	3	3	4	5	9
yoeF	9	3	7	2	5	3	3	5	4	7	5	1	3	3	3	4
yeeX	20	5	11	16	10	4	6	12	11	11	11	7	12	12	12	10
yeeA	12	7	11	11	8	9	15	12	14	14	10	10	7	15	12	29
sbmC	9	6	7	9	10	2	3	9	4	8	5	7	8	8	9	13
dacD	19	7	18	16	18	8	5	11	9	13	7	13	14	14	13	22
sbcB	22	13	11	16	13	7	5	18	14	13	8	7	14	9	18	19
yeeD	3	0	2	0	0	0	0	0	0	0	1	3	2	0	1	0
yeeE	16	6	4	22	11	7	4	10	7	2	6	8	14	17	9	34
yoeI	29	10	9	17	16	14	11	11	10	10	7	9	10	18	9	23
yeeY	1	4	3	2	6	2	5	1	2	7	5	2	0	1	3	0
yeeZ	4	3	9	10	5	1	3	3	7	3	3	5	9	5	4	7
yefM	36	17	16	24	14	6	5	20	20	10	16	11	22	13	20	31
hisL	31	11	20	24	20	16	5	16	13	10	6	17	22	20	14	36
hisG	12	6	11	9	10	7	7	5	13	8	12	7	4	8	10	15
hisD	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0
wzzB	7	9	5	16	10	4	5	10	5	5	7	6	15	10	7	23
ugd	33	12	11	26	14	6	8	15	12	12	5	8	24	13	13	35
gnd	8	7	10	14	9	4	6	5	6	10	4	6	17	3	6	11
insH1	48	21	23	65	23	14	18	19	38	19	15	23	47	21	39	45
wbbI	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
glf	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	3
rfbA	7	0	4	6	2	0	1	1	7	2	3	4	2	2	8	7
rfbB	40	12	27	31	23	10	17	14	19	24	19	24	29	18	23	41
wcaN	27	11	9	18	17	4	6	6	10	9	9	6	11	9	10	11
wcaM	1	1	2	0	0	0	1	0	2	1	1	0	0	0	0	0
wcaK	25	15	11	12	16	14	28	16	13	26	19	19	10	19	18	13
wcaJ	5	5	2	2	3	5	3	4	2	2	7	2	4	3	2	2
cpsG	20	6	3	8	6	4	9	3	5	8	8	5	5	4	6	3
cpsB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
wcaH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
wcaG	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
gmd	6	2	2	4	2	0	0	0	2	0	1	0	3	1	0	1
wcaF	4	1	1	2	1	1	0	0	1	0	1	0	2	0	0	0
wcaE	3	1	1	1	0	0	0	0	2	0	0	0	1	0	0	0
wcaB	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
wcaA	7	6	6	4	9	11	11	3	4	12	6	2	3	4	1	2
wzc	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
wzb	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0
wza	68	23	23	55	29	21	10	30	24	23	16	23	48	23	37	46
yegH	40	25	27	58	33	18	11	20	26	18	22	25	51	21	31	73
asmA	0	1	2	2	2	3	0	0	2	1	2	0	1	1	1	2
dcd	10	3	6	7	1	5	5	3	8	6	4	8	7	1	10	6
udk	29	17	10	26	16	18	23	18	11	22	11	17	26	18	17	37
yegE	37	17	18	26	17	11	23	10	18	22	18	17	26	11	16	29
alkA	19	4	9	11	4	6	12	3	14	12	7	6	6	3	11	5
yegD	5	6	3	11	11	7	12	9	3	12	6	4	6	14	4	19
yegI	25	3	9	27	9	11	3	6	9	4	5	11	21	11	12	32
yegJ	32	11	6	27	12	5	3	9	11	4	11	3	21	9	9	25
yegL	14	4	7	14	5	10	13	16	10	11	7	8	10	19	9	22
sibA	22	8	16	14	9	7	13	7	19	11	10	4	10	10	5	14
ibsA	22	8	21	16	12	9	15	12	20	17	16	9	13	14	10	20
sibB	16	8	9	15	10	10	14	15	12	15	6	8	11	15	12	15
ibsB	32	15	22	18	13	11	18	13	26	17	23	11	16	12	14	16
mdtA	16	10	12	16	14	16	17	17	10	15	5	15	14	22	12	24
yegP	12	11	12	18	21	9	9	8	10	12	8	6	10	15	7	21
yegQ	7	8	9	6	9	17	11	8	9	13	12	7	5	7	9	8
cyaR	7	3	3	11	5	4	4	2	5	2	3	2	7	7	2	16
ogrK	12	4	3	5	4	2	3	3	2	3	5	6	6	3	6	13
yegZ	18	4	12	16	6	6	11	6	14	13	13	12	12	6	15	9
yegR	46	17	32	44	26	17	7	14	26	12	25	26	41	18	25	28
yegS	28	26	14	44	25	25	7	32	18	12	17	17	41	26	26	46
gatR	9	7	3	9	9	10	6	3	4	7	7	6	5	4	9	6
insE1	43	35	22	45	37	23	36	21	30	27	24	26	35	33	25	37
gatD	2	2	4	2	2	5	0	2	3	0	6	2	3	2	1	10
gatC	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
gatB	6	2	1	3	1	2	0	3	1	0	1	1	3	2	1	2
gatA	0	1	0	1	0	0	1	0	1	0	2	1	1	0	0	0
gatZ	7	3	1	1	3	2	1	1	1	2	1	0	1	0	1	2
gatY	27	24	6	28	20	17	24	16	15	20	10	10	24	16	15	34
fbaB	36	18	11	23	16	16	15	10	19	13	12	6	18	9	12	21
yegT	21	6	10	23	12	12	15	11	9	13	16	18	18	19	16	36
yegW	7	4	6	3	5	6	1	2	5	2	2	1	3	2	1	0
yegX	2	5	3	4	6	3	1	5	3	5	4	3	4	2	6	7
thiM	15	16	8	14	15	14	16	15	12	15	12	11	11	15	14	18
rcnR	6	5	6	14	5	14	1	8	5	3	2	7	15	7	7	14
rcnA	14	7	8	14	7	2	1	6	7	3	14	5	15	5	5	6
rcnB	14	8	13	23	15	8	5	18	13	12	10	6	16	17	13	26
yehA	0	0	2	0	1	0	0	1	0	0	2	3	1	2	1	1
yehB	0	0	2	0	1	1	0	2	1	3	1	0	0	0	2	1
yehC	9	1	2	3	1	1	0	1	0	0	1	3	5	2	1	3
yehD	41	14	9	42	18	5	4	8	15	8	5	8	32	8	18	56
yehE	12	17	10	28	20	9	11	17	11	13	9	15	25	17	18	29
mrp	18	5	12	11	5	1	1	9	5	2	11	10	17	8	5	10
metG	10	10	9	11	5	11	1	12	8	2	1	5	17	5	5	18
yehH	12	5	6	11	9	8	5	13	5	10	5	4	9	12	8	17
yehI	2	0	2	0	0	0	0	0	2	1	1	0	0	0	0	0
yehK	5	7	4	2	7	3	5	2	3	6	5	2	2	1	3	2
yehL	33	13	9	33	20	13	14	14	10	16	15	16	25	19	19	36
yehM	2	0	1	1	0	0	0	0	2	1	1	0	0	0	1	0
yehR	7	7	10	9	6	9	3	9	6	5	5	8	13	7	6	13
yehS	6	3	2	2	3	3	0	6	2	4	2	0	1	3	4	4
yehU	14	8	15	10	11	8	14	8	11	13	12	20	11	11	15	39
mlrA	39	20	8	10	15	12	14	15	11	13	8	8	11	11	11	14
yohO	6	4	2	5	4	1	3	3	2	3	1	4	5	3	4	8
yehW	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0
yehY	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	2
osmF	22	8	11	14	9	14	16	16	11	21	9	5	13	13	10	17
bglX	27	11	8	16	17	7	7	12	9	11	7	6	9	14	11	22
dld	22	6	12	16	11	7	7	8	14	11	7	11	9	9	17	27
pbpG	10	8	5	12	11	8	14	14	7	17	4	10	6	15	15	16
yohC	21	14	10	10	18	6	4	10	9	7	11	10	6	11	12	9
yohD	9	10	10	10	12	11	4	10	11	7	6	14	6	9	18	21
yohF	3	3	3	4	1	1	4	4	3	3	1	3	6	3	3	6
mdtQ	23	11	7	24	9	14	12	11	12	10	5	11	21	12	14	26
yohP	26	11	11	24	14	5	12	7	12	10	14	11	21	12	9	23
dusC	16	12	15	25	24	13	13	10	14	21	8	4	13	14	11	24
yohJ	24	4	10	25	11	8	13	15	14	21	13	12	13	14	24	16
cdd	9	7	4	17	11	4	9	1	7	9	3	7	9	6	10	15
sanA	12	3	7	5	5	15	11	11	7	15	9	10	3	10	13	12
yeiS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
preT	14	11	10	22	12	14	6	14	7	10	2	4	24	12	5	25
mglC	0	0	1	1	0	2	0	1	1	1	3	0	1	1	0	2
mglA	5	3	2	6	3	3	2	4	2	5	4	3	6	1	5	5
mglB	29	20	16	19	19	15	15	14	15	15	7	17	21	13	16	27
